"class","installment_commitment","residence_since","age","existing_credits","duration","credit_amount","checking_status<0","checking_status>=200","checking_status0<=X<200","checking_statusno checking","credit_historycritical/other existing credit","credit_historydelayed previously","credit_historyexisting paid","credit_historyno credits/all paid","purposedomestic appliance","purposeeducation","purposefurniture/equipment","purposenew car","purposeother","purposeradio/tv","purposerepairs","purposeretraining","purposeused car","savings_status>=1000","savings_status100<=X<500","savings_status500<=X<1000","savings_statusno known savings","employment>=7","employment1<=X<4","employment4<=X<7","employmentunemployed","personal_statusmale div/sep","personal_statusmale mar/wid","personal_statusmale single","other_partiesguarantor","other_partiesnone","property_magnitudelife insurance","property_magnitudeno known property","property_magnitudereal estate","other_payment_plansnone","other_payment_plansstores","housingown","housingrent","jobskilled","jobunemp/unskilled non res","jobunskilled resident","own_telephoneyes","foreign_workeryes"
1,-0.869748133587142,1.04646305414177,0.769516521676547,1.05424227167764,-0.0289209261094755,0.198386440749837,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1
1,0.0241348402948129,-0.765594182467357,-0.761142914174538,1.05424227167764,-1.06517560755648,-0.732509443699466,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,0.918017814176768,0.140434435837207,-0.851181704518719,-0.714620600264712,0.347898958053073,-0.795605530169998,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1
1,0.918017814176768,-0.765594182467357,-0.310948962453631,1.05424227167764,0.630513871174985,0.674350397386244,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1
0,0.918017814176768,-0.765594182467357,-0.220910172109449,-0.714620600264712,-0.21733086819075,-0.825781919351557,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,-1.12129807555126,-0.714620600264712,-0.499945781312662,-1.21578888862231,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1
1,-1.7636311074691,-1.67162280077192,-1.12129807555126,-0.714620600264712,-0.782560694434573,0.238621626325249,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1,-0.869748133587142,1.04646305414177,2.61531172373227,-0.714620600264712,-0.970970636515848,1.94633092319074,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,-0.869748133587142,-1.67162280077192,-0.761142914174538,-0.714620600264712,-1.06517560755648,-0.759028088737806,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1
1,0.918017814176768,0.140434435837207,0.139244989267277,-0.714620600264712,2.04358843678454,2.20894552222344,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1
1,0.918017814176768,1.04646305414177,1.03963289270909,2.82310514362,-0.782560694434573,-0.758113652702001,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1
1,0.918017814176768,-1.67162280077192,-0.851181704518719,-0.714620600264712,0.913128784296897,-0.610889450937425,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,0.918017814176768,-0.765594182467357,1.39978805408582,-0.714620600264712,1.47835861054072,0.133004264189793,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
0,0.0241348402948129,1.04646305414177,-0.671104123830356,-0.714620600264712,0.347898958053073,0.485519355992549,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
1,0.918017814176768,1.04646305414177,2.61531172373227,1.05424227167764,-1.3477905206784,-0.86053048871214,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
0,0.918017814176768,1.04646305414177,-0.761142914174538,3.70753657959118,-0.782560694434573,-0.960204016614865,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,-0.869748133587142,-1.67162280077192,0.499400150644003,1.05424227167764,2.04358843678454,1.32725772695088,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
0,0.918017814176768,-0.765594182467357,0.589438940988184,1.05424227167764,-0.782560694434573,-0.347074654607736,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,-0.869748133587142,1.04646305414177,0.229283779611458,-0.714620600264712,-0.21733086819075,0.0813386281668205,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
1,-1.7636311074691,1.04646305414177,2.12009837683927,-0.714620600264712,-0.499945781312662,0.911646548677594,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,0.0241348402948129,0.140434435837207,0.229283779611458,-0.714620600264712,0.347898958053073,2.17768324024936,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1,-0.869748133587142,1.04646305414177,-1.30137565623963,1.05424227167764,2.04358843678454,2.20894552222344,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,0.918017814176768,1.04646305414177,1.84998200580672,-0.714620600264712,-0.782560694434573,-1.11245761657637,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,-1.39141444658381,-0.714620600264712,0.347898958053073,-0.495670510426019,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,-0.869748133587142,-0.765594182467357,-0.491026543141994,-0.714620600264712,-0.21733086819075,-0.562881559057673,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
1,-1.7636311074691,-0.765594182467357,0.409361360299821,1.05424227167764,-0.87676566547521,0.40596342087753,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1,0.918017814176768,-0.765594182467357,-0.0408325914210861,2.82310514362,-0.499945781312662,-0.147727598802286,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1
1,0.918017814176768,-1.67162280077192,0.499400150644003,1.05424227167764,2.04358843678454,0.424252141593627,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
0,0.918017814176768,1.04646305414177,1.57986563477418,-0.714620600264712,-0.782560694434573,2.20100135916238,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,0.918017814176768,1.04646305414177,-0.851181704518719,-0.714620600264712,0.913128784296897,0.676179269457853,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
1,0.918017814176768,-1.67162280077192,-0.310948962453631,1.05424227167764,-0.21733086819075,-0.535448477983528,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
1,-1.7636311074691,-0.765594182467357,-1.12129807555126,1.05424227167764,-0.21733086819075,2.20894552222344,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1
1,0.0241348402948129,0.140434435837207,-0.671104123830356,-0.714620600264712,-1.3477905206784,-1.17372483097529,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
1,0.0241348402948129,-1.67162280077192,-1.03125928520708,-0.714620600264712,-0.782560694434573,-0.0160488096463925,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,-0.869748133587142,-0.765594182467357,-0.400987752797812,1.05424227167764,-0.21733086819075,-0.126238351960873,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1
0,0.918017814176768,-0.765594182467357,-0.671104123830356,1.05424227167764,0.913128784296897,0.547701006427277,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0.0241348402948129,1.04646305414177,0.229283779611458,2.82310514362,0.913128784296897,2.20894552222344,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,0.918017814176768,1.04646305414177,0.0492061989230953,-0.714620600264712,1.47835861054072,0.0127559254814592,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
0,-0.869748133587142,1.04646305414177,1.75994321546254,2.82310514362,-0.21733086819075,-0.85092891033619,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
1,-1.7636311074691,1.04646305414177,-0.851181704518719,-0.714620600264712,0.0652840449311617,0.250509294790711,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
1,0.918017814176768,-0.765594182467357,0.499400150644003,1.05424227167764,0.913128784296897,-0.250601652830328,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1
0,0.918017814176768,1.04646305414177,1.03963289270909,1.05424227167764,0.347898958053073,-0.234599022203744,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1,0.918017814176768,-0.765594182467357,-0.671104123830356,-0.714620600264712,0.347898958053073,-0.823953047279948,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,-0.869748133587142,-1.67162280077192,-1.03125928520708,-0.714620600264712,-1.06517560755648,-0.466865775298167,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,-1.7636311074691,1.04646305414177,2.39021474787181,-0.714620600264712,-1.3477905206784,-0.783260643686633,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,1.48982684443,1.05424227167764,-1.3477905206784,-1.22950542915938,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1,0.918017814176768,1.04646305414177,2.03005958649509,-0.714620600264712,0.913128784296897,-0.541392312216259,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,0.0241348402948129,-1.67162280077192,-0.130871381765268,-0.714620600264712,-0.782560694434573,-0.0155915916284901,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,-1.7636311074691,-0.765594182467357,0.229283779611458,-0.714620600264712,-0.782560694434573,-0.971634467062425,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
1,0.918017814176768,-0.765594182467357,-0.581065333486175,-0.714620600264712,0.347898958053073,1.61301898813989,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,0.918017814176768,1.04646305414177,0.409361360299821,1.05424227167764,-0.21733086819075,1.9765073123723,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1
1,0.918017814176768,-1.67162280077192,-1.21133686589545,-0.714620600264712,0.347898958053073,0.0447611867346278,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,0.769516521676547,1.05424227167764,-0.499945781312662,-0.719250121180296,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,0.918017814176768,0.140434435837207,-0.130871381765268,-0.714620600264712,0.347898958053073,-0.697760874338883,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,0.918017814176768,-0.765594182467357,-0.671104123830356,-0.714620600264712,-0.782560694434573,-0.447205400528363,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
1,0.0241348402948129,-0.765594182467357,-0.130871381765268,-0.714620600264712,-1.25358554963776,-0.29083683840574,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1
1,0.918017814176768,-0.765594182467357,-0.761142914174538,1.05424227167764,0.347898958053073,1.25867502426552,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.918017814176768,-0.765594182467357,0.229283779611458,1.05424227167764,1.47835861054072,1.2161537486006,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1,-0.869748133587142,0.140434435837207,-0.130871381765268,1.05424227167764,-0.21733086819075,-0.334272550106469,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,-1.7636311074691,-0.765594182467357,-0.310948962453631,-0.714620600264712,-1.06517560755648,-0.161901357357261,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
0,0.0241348402948129,1.04646305414177,2.03005958649509,-0.714620600264712,2.04358843678454,2.20894552222344,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1
1,0.0241348402948129,-0.765594182467357,-0.761142914174538,-0.714620600264712,0.630513871174985,0.166838397514571,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,-0.869748133587142,1.04646305414177,1.94002079615091,2.82310514362,-0.782560694434573,-0.138583238444238,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
0,0.918017814176768,-1.67162280077192,-0.220910172109449,-0.714620600264712,-0.782560694434573,-0.215853083469745,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1,0.918017814176768,-0.765594182467357,-0.941220494862901,1.05424227167764,0.347898958053073,0.0246435939469218,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,-0.869748133587142,1.04646305414177,2.57029232856018,-0.714620600264712,-0.970970636515848,-0.771372975221171,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
0,0.918017814176768,-1.67162280077192,-0.220910172109449,-0.714620600264712,1.47835861054072,-0.305010596960714,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1
1,0.918017814176768,0.140434435837207,-0.761142914174538,-0.714620600264712,-0.782560694434573,-0.860987706730043,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1,0.918017814176768,1.04646305414177,2.30017595752763,1.05424227167764,-0.782560694434573,-0.821209739172533,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1,0.918017814176768,-0.765594182467357,-0.761142914174538,1.05424227167764,-0.594150752353299,-1.02832950128232,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
0,0.918017814176768,-0.765594182467357,-1.03125928520708,-0.714620600264712,-0.499945781312662,-0.812065378814485,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
1,0.918017814176768,1.04646305414177,1.94002079615091,2.82310514362,-0.87676566547521,-0.867388758980676,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1,-0.869748133587142,0.140434435837207,-0.310948962453631,-0.714620600264712,0.347898958053073,-0.331986460016956,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,0.918017814176768,0.140434435837207,0.94959410236491,1.05424227167764,0.347898958053073,-0.201222106896868,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
1,-0.869748133587142,1.04646305414177,0.769516521676547,-0.714620600264712,-0.21733086819075,1.44156223142648,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1
1,0.918017814176768,0.140434435837207,0.409361360299821,1.05424227167764,0.347898958053073,-0.670327793264738,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
1,0.0241348402948129,1.04646305414177,-0.761142914174538,-0.714620600264712,2.04358843678454,0.697211298281364,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,0.918017814176768,1.04646305414177,-1.12129807555126,-0.714620600264712,0.913128784296897,-0.294951800566861,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
0,0.918017814176768,-1.67162280077192,-0.761142914174538,-0.714620600264712,0.347898958053073,0.0328735182691652,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
0,0.918017814176768,1.04646305414177,1.94002079615091,-0.714620600264712,-0.782560694434573,-1.07085077694725,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
1,0.0241348402948129,1.04646305414177,-1.12129807555126,-0.714620600264712,0.347898958053073,0.199758094803544,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,-1.7636311074691,1.04646305414177,0.859555312020729,-0.714620600264712,-0.594150752353299,2.20894552222344,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
1,0.918017814176768,-0.765594182467357,-0.400987752797812,1.05424227167764,-0.499945781312662,-0.77320184729278,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
0,0.0241348402948129,0.140434435837207,0.679477731332366,-0.714620600264712,0.347898958053073,0.459915146990014,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,0.918017814176768,1.04646305414177,1.48982684443,-0.714620600264712,-0.782560694434573,-0.419772319454219,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,0.918017814176768,0.140434435837207,-0.851181704518719,-0.714620600264712,-0.782560694434573,-0.743939894147026,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
0,0.918017814176768,1.04646305414177,0.94959410236491,1.05424227167764,2.04358843678454,1.49962891970009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
1,-0.869748133587142,-0.765594182467357,-1.03125928520708,-0.714620600264712,0.347898958053073,-0.0137627195568804,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
1,-0.869748133587142,1.04646305414177,0.589438940988184,-0.714620600264712,1.47835861054072,1.11648022069787,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
1,0.918017814176768,-0.765594182467357,0.409361360299821,-0.714620600264712,-0.499945781312662,-0.761314178827318,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1
0,0.918017814176768,-0.765594182467357,-0.851181704518719,1.05424227167764,1.47835861054072,2.20894552222344,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0,-1.7636311074691,1.04646305414177,-1.12129807555126,1.05424227167764,0.347898958053073,2.20894552222344,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,0.918017814176768,-0.765594182467357,-0.491026543141994,1.05424227167764,-0.21733086819075,-0.542763966269967,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,-1.7636311074691,0.140434435837207,1.21971047339745,1.05424227167764,-0.782560694434573,0.0333307362870676,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
0,0.0241348402948129,1.04646305414177,1.57986563477418,1.05424227167764,0.347898958053073,0.831633395544672,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,0.918017814176768,-0.765594182467357,0.94959410236491,1.05424227167764,-0.782560694434573,-1.07633739316208,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1
1,-0.869748133587142,-0.765594182467357,-0.851181704518719,-0.714620600264712,-0.782560694434573,-0.903051764377064,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0
1,-1.7636311074691,-0.765594182467357,0.94959410236491,-0.714620600264712,-0.782560694434573,-0.365820593341735,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
